DATA|LINEA|VARIANTE|CORSA|BUS|ORA_PARTENZA|ORA_ARRIVO|SALITA|ABBONAMENTO|ACQUISTO_BORDO|ACQUISTO_TERRA|CARTA_SCALARE|CHIP_ON_PAPER|MOBILE_TICKETING|PRESTAMPATO
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|Novaledo|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|Ospedaletto|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|Palu' di Grigno|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento - Feltre|B504760006|3638|06:25:00|08:00:00|TEZZE DI GRIGNO|4|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento-Feltre|B500680211|1694|11:21:00|12:12:00|BORGO VALSUGANA|0|0|0|2|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento-Feltre|B50072|1993|16:59:00|17:53:00|BORGO VALSUGANA|1|0|0|0|0|0|0
07-10-2017|Borgo Valsugana-Arten-Feltre                                                                        |Trento-Feltre|B50072|1993|16:59:00|17:53:00|S.Lucia (Feltre)|0|1|0|0|0|0|0
07-10-2017|Bosco - S.Agnese - Civezzano                                                                        |Bosco - Civezzano|B102150203|1586|06:35:00|07:04:00|Bampi bivio|5|0|0|0|0|0|0
07-10-2017|Bosco - S.Agnese - Civezzano                                                                        |Bosco - Civezzano|B102150203|1586|06:35:00|07:04:00|Barbaniga|2|0|0|0|0|0|0
07-10-2017|Bosco - S.Agnese - Civezzano                                                                        |Bosco - Civezzano|B102150203|1586|06:35:00|07:04:00|BOSCO di CIVEZZANO|2|1|0|0|0|0|0
07-10-2017|Bosco - S.Agnese - Civezzano                                                                        |Bosco - Civezzano|B102150203|1586|06:35:00|07:04:00|Bosco (Loc. Canova)|1|0|0|0|0|0|0
07-10-2017|Bosco - S.Agnese - Civezzano                                                                        |Bosco - Civezzano|B102150203|1586|06:35:00|07:04:00|Cogatti|2|0|0|0|0|0|0
