,latitude,longitude,name,address
50,46.069734999999994,11.120922199999999,Biblioteca Comunale di Trento,"Biblioteca Comunale di Trento, 55, Via Roma, Centro storico Trento, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
51,46.0648792,11.1534216,Biblioteca Comunale di Trento - Sede di Povo,"Biblioteca Comunale di Trento - Sede di Povo, 5, Via Don Tommaso Dallafior, Negrano, Pantè, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
52,46.0508326,11.409800500000001,Biblioteca Comunale,"Biblioteca Comunale, 1, Piazza Achille De Giovanni, Maso Vazzena, Masetti, Roncegno Terme, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38050, Italia"
53,46.0537073,11.4613911,Biblioteca comunale di Borgo Valsugana,"Biblioteca comunale di Borgo Valsugana, Via 24 Maggio, Crosetta, Cimondè, Borgo Valsugana, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38051, Italia"
54,46.0603519,11.2388157,Biblioteca,"11, Piazza Giovanni Serra, Maso Kronst, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38057, Italia"
55,46.0631384,11.632437800000002,Biblioteca comunale,"Biblioteca comunale, 18, Via Venezia, Castello Tesino, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38053, Italia"
56,45.8775052,10.8893653,Biblioteca di Nago,"Biblioteca di Nago, Via Orti, Nago-Torbole, Comunità Alto Garda e Ledro, Trento, Trentino-Alto Adige/Südtirol, 38069, Italia"
57,45.7356753,10.9414725,,"2, Piazza Vittorio Emanuele III, Avio, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38063, Italia"
58,46.0675262,11.6052936,Biblioteca Comunale,"Centro Polifunzionale, Via Gilberto Buffa, Bosco Santa Maria, Longa, Pieve Tesino, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38053, Italia"
59,46.155503499999995,11.805746699999998,Biblioteca,"Biblioteca, Via Pomaia, Cazzola, Mezzano, Comunità di Primiero, Trento, Trentino-Alto Adige/Südtirol, Italia"
