"consumption","name","eco_fuel","energySource","engine_type"
12.749003984063746,"Audi RS 4 Saloon",0,"Petrol","4.2 V8 quattro (420 PS)"
12.749003984063746,"Audi RS Series , 2013",0,"Petrol","RS4 Avant 4.2 V8 FSI quattro 450PS 7speed S-Tronic"
12.749003984063746,"Audi RS6",0,"Petrol","5.0 V10 quattro 580PS Tiptronic Avant"
12.749003984063746,"Audi Roadster TTS",0,"Petrol","2.0 TFSI quattro 272ps"
12.749003984063746,"Audi S Series",0,"Petrol","RS4 4.2 V8 quattro 420ps Avant"
12.749003984063746,"Audi S3 (from NOV 06 Wk 45 >)",0,"Petrol","2.0 TFSI 265ps quattro"
12.749003984063746,"Audi TT Coupé",0,"Petrol","TTS 2.0 TFSI quattro 272PS"
12.749003984063746,"Audi TT Coupé (from NOV 06 Wk 45 >)",0,"Petrol","2.0 TFSI 200ps"
12.749003984063746,"Audi TT RS",0,"Petrol","2.5 T FSI quattro 340PS Coupé"
12.749003984063746,"Audi TT RS Coupé",0,"Petrol","2.5 TFSI quattro 340ps"
12.749003984063746,"Audi TT RS Roadster",0,"Petrol","2.5 TFSI quattro 340ps"
12.749003984063746,"Audi TT Roadster",0,"Petrol","1.8 TFSI 160PS"
12.749003984063746,"Audi TT Roadster (from NOV 06 Wk 45 >)",0,"Petrol","2.0 TFSI 200ps"
12.749003984063746,"Audi TTS Coupé",0,"Petrol","2.0 TFSI quattro 272ps"
12.749003984063746,"Audi TTS Roadster",0,"Petrol","2.0 TFSI quattro 272ps"
12.749003984063746,"Audi allroad",0,"Diesel","2.5 TDI V6 quattro Tiptronic (180 PS)"
12.749003984063746,"BMW 1 Series 3-door F21, From September 2012",0,"Diesel","120d 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear"
12.749003984063746,"BMW 1 Series 5-door F20 From September 2011",0,"Diesel","120d 5-door - 205/50 R17 tyres front & rear"
12.749003984063746,"BMW 1 Series 5-door F20, From September 2011",0,"Diesel","120d 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear"
12.749003984063746,"BMW 1 Series E81/E82/E87/E88",0,"Diesel","120i Convertible"
12.749003984063746,"BMW 1 Series E81/E87",0,"Petrol","118d 3-door - with particle filter - from March 2007"
12.749003984063746,"BMW 1 Series E87",0,"Petrol","120i"
12.749003984063746,"BMW 1 Series F20 - from September 2011",0,"Diesel","116d 5-door - all tyre sizes - from September 2011"
11.455847255369928,"BMW 3 Series E36",0,"Petrol","Z3 Roadster 2.2i"
10.933940774487471,"BMW 3 Series E46",0,"Petrol","330 Ci Convertible"
12.749003984063746,"BMW 3 Series E90",0,"Petrol","320d Saloon"
12.749003984063746,"BMW 3 Series E90/E91",0,"Petrol","318i Saloon"
12.749003984063746,"BMW 3 Series E90/E91/E92/E93",0,"Petrol","325i Coupé"
12.749003984063746,"BMW 3 Series Gran Turismo F34, From June 2013",0,"Petrol","318d Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear"
12.749003984063746,"BMW 3 Series Saloon F30 From February 2012",0,"Diesel","320d EfficientDynamics Saloon - 205/60 R16 tyres front & rear"
12.749003984063746,"BMW 3 Series Saloon F30, From February 2012",0,"Diesel","320d Saloon - all tyre sizes"
12.749003984063746,"BMW 3 Series Touring F31, from September 2012",0,"Diesel","320d Touring - all tyre sizes"
9.160305343511451,"BMW 5 Series E39",0,"Petrol","520i Touring"
12.213740458015266,"BMW 5 Series E60/E61",0,"Petrol","525i Saloon"
12.749003984063746,"BMW 5 Series F10/F11",0,"Petrol","523i Saloon - from March 2010"
12.749003984063746,"BMW 5 Series F10/F11 From March 2010",0,"Diesel","520d Saloon - 225/55 R17 tyres front & rear"
12.749003984063746,"BMW 5 Series F10/F11, From March 2010",0,"Diesel","523i Saloon"
12.749003984063746,"BMW 5 Series Gran Turismo F07",0,"Petrol","530d Gran Turismo - with particle filter"
12.749003984063746,"BMW 5 Series Gran Turismo F07 From October 2009",0,"Petrol","530d Gran Turismo - with particle filter"
12.749003984063746,"BMW 5 Series Gran Turismo F07, From October 2009",0,"Diesel","535i Gran Turismo"
10.798650168728908,"BMW 6 Series E63/E64",0,"Petrol","630i Convertible"
12.749003984063746,"BMW 6 Series F12/F13 March 2011",0,"Petrol","640d Convertible - 245/35 R20 tyres front & 275/30 R20 tyres rear"
12.749003984063746,"BMW 6 Series F12/F13, March 2011",0,"Petrol","M6 Coupé"
12.749003984063746,"BMW 6 Series Gran Coupé F06 , From June 2012",0,"Petrol","640d Gran Coupé - 245/35 R20 tyres front & 275/30 R20 tyres rear"
12.749003984063746,"BMW 6 Series Gran Coupé F06 From June 2012",0,"Petrol","640d Gran Coupé - 245/35 R20 tyres front & 275/30 R20 tyres rear"
9.248554913294798,"BMW 7 Series E38",0,"Petrol","728i Saloon"
12.664907651715039,"BMW 7 Series E65",0,"Petrol","735i Saloon"
10.16949152542373,"BMW 7 Series E65/E66",0,"Petrol","730i Saloon"
12.749003984063746,"BMW 7 Series F01/F02",0,"Petrol","740i Saloon"
12.749003984063746,"BMW X1 Series E84 , From October 2009",0,"Petrol","X1 sDrive18d"
12.749003984063746,"BMW X1 Series s/xDrive E84",0,"Diesel","X1 xDrive20d - with particle filter"
12.749003984063746,"BMW X1 Series s/xDrive E84 From October 2009",0,"Diesel","X1 sDrive20d - with particle filter"
12.749003984063746,"BMW X1 Series s/xDrive E84, From October 2009",0,"Diesel","X1 sDrive20d - with particle filter"
11.387900355871887,"BMW X3 Series E83",0,"Diesel","X3 2.5i"
12.749003984063746,"BMW X3 Series F25 From November 2010",0,"Diesel","X3 xDrive20d"
