"lat","lon"
46.2539897,11.8098071
46.4453886,11.1449567
46.1138513,11.0392077
46.0656768,11.6091754
46.0657754,11.6092073
46.1060794,11.6184069
46.0684738,11.6099356
46.0686687,11.6107832
46.0687773,11.6105039
46.068826,11.6108503
46.0690455,11.6098136
45.9683744,11.2205548
46.0670258,11.4997264
46.0671132,11.5000295
46.0699912,10.7454597
46.0413672,10.7613659
46.073215,11.3741124
46.1485093,11.5195653
46.0553852,11.1319721
46.042551,11.5286958
46.4162119,11.0855929
46.0547927,11.5393083
46.068021,11.6047169
46.0679789,11.6056388
46.0681282,11.6048697
46.0532032,11.4112052
46.0508571,11.4075678
46.0783611,11.5543688
46.0782141,11.5542615
46.0680806,11.2487689
46.1353571,11.2493913
45.9400125,11.2684021
46.0097662,11.618897
46.2068235,11.1004702
46.2074927,11.1007425
46.0373408,11.5570235
46.0339701,11.5760954
46.1886497,10.8274141
46.165194,11.7484415
46.0634353,11.5243588
46.0632622,11.5241053
46.0635423,11.523888
46.0634781,11.5239725
46.0637013,11.5242823
46.0637684,11.5240771
46.0612412,11.5250426
46.0608016,11.5251432
46.063396,11.5233364
46.0636855,11.5236948
46.0628695,11.5231482
46.0743862,11.2511166
46.0742307,11.2503487
46.0504816,11.4836707
46.0507927,11.4839403
46.0505045,11.4853067
46.0506775,11.4848247
46.0504319,11.4848694
46.0505552,11.4841939
46.0512405,11.4838788
46.0525297,11.5229113
46.0631804,11.502843
46.0145815,11.3140885
46.0144589,11.3139449
46.0143091,11.3138195
46.056073,11.5127858
46.051204,11.4588415
46.0668119,11.522053
46.0672053,11.523299
46.0526496,11.4938603
46.0526423,11.4937153
46.0541133,11.4529232
46.0539722,11.4534245
46.0529288,11.4521707
46.0530187,11.4525431
46.053113,11.4529393
46.0532037,11.4533342
46.0532625,11.4535696
46.0533585,11.4539321
46.0479034,11.4604011
46.0557334,11.4625116
46.0521307,11.4941561
46.0518832,11.4937737
46.0524612,11.4930175
46.0522523,11.4943678
46.0523891,11.4943126
46.0523726,11.4944027
46.052264,11.4942867
46.0516383,11.4960194
46.0516718,11.4955921
46.0604999,11.5529193
46.2578647,10.6039864
45.9333705,10.8362392
45.9498198,11.2096978
46.1906222,11.9420823
46.0796089,11.5434122
46.0433532,11.5212062
46.0447038,11.5258909
46.0949192,11.4979896
45.8780026,10.8933723
46.2871678,11.5619936
46.0611615,11.535319
46.0322324,10.513283
46.0504818,11.4594403
46.0501674,11.4591131
46.0504637,11.4593304
46.1912532,11.2601632
46.0635976,11.1189459
46.0505744,11.49265
46.0504751,11.4926698
46.0524634,11.4507187
46.0523977,11.4501971
46.0840573,11.5186731
46.2863815,11.062822
45.999674,11.3200999
45.9997152,11.3147724
46.0539368,11.3414526
46.0536986,11.3412032
46.0549308,11.4955375
46.0439728,11.5509948
46.0442055,11.5507078
46.0443833,11.550504
45.8542115,10.9347973
45.8684313,10.9068883
45.8680443,10.91349
46.0776321,11.1168934
45.9124043,10.8422523
46.3510414,10.909517
45.9401155,10.6485509
45.9403077,10.6506968
46.3512109,10.9096442
46.2567866,11.5137136
45.8671386,11.0206989
45.8670634,11.020428
46.3253469,10.8748698
46.3225989,10.8611419
46.0520084,11.4925817
46.0368009,11.5234145
46.0440446,11.5541276
46.0441576,11.5618593
46.0444739,11.5624208
46.0546383,11.4733582
46.0541679,11.4731204
46.0541639,11.4732823
46.0544184,11.4727336
46.008431,11.4318446
45.9527686,11.2621059
46.1188047,11.6888462
46.1188931,11.6873283
46.1185498,11.6883273
46.118729,11.6884818
46.0028722,11.2819685
46.0794281,11.5695746
46.0808536,11.571912
46.0812276,11.5714386
46.0415348,11.4166832
46.0522039,11.449154
46.0338786,10.8699427
46.0549517,10.844565
46.005291,11.2912175
46.0051382,11.2906757
46.0039694,11.2893505
46.0665092,11.5293078
46.0664294,11.5324616
46.0177859,11.587387
46.0748829,11.4509806
46.206498,11.09994
45.9003924,11.045093
46.0673317,11.5228128
46.019086,11.375404
45.8443635,11.0126018
46.0193319,11.3560411
46.0192611,11.3572776
46.0368652,11.3981116
46.1409821,10.962989
46.0015787,11.2448193
46.0906134,11.1979309
46.0967556,11.2026653
46.0879734,11.1900586
46.0875797,11.1902721
46.0897524,11.1811476
46.0453514,11.4635561
46.0024106,10.9801684
46.0541619,11.4597069
46.0731722,11.4500791
45.8987435,10.8386433
46.2628205,11.7983173
46.3361878,10.7808334
46.3348137,10.7759437
46.0087171,11.2987538
46.0138456,11.3181817
46.1740432,11.8303509
46.0135685,11.3177005
46.0540863,11.4552586
45.8953166,11.0265551
46.0786847,11.5517399
46.0804783,11.5535826
46.0818032,11.5586891
46.2369797,11.0527316
46.0534937,11.454065
46.339198,10.9079379
46.134137,11.4765105
46.1341669,11.4767546
46.0089795,11.4239156
46.0101152,11.4252839
45.9395535,10.8363637
45.7035595,10.9820589
46.0488992,11.4644543
46.0779769,11.4845609
46.0768944,11.4838972
46.0768211,11.4843202
46.07863,11.481178
46.07849,11.4770652
46.2121837,11.0475656
46.0394732,11.3006219
46.056909,11.5293434
46.0570195,11.5294529
46.0568499,11.5292514
46.0664858,11.5240865
46.0655178,11.5231123
46.0656543,11.5245187
46.0655156,11.5233476
46.0672435,11.5242425
46.0537235,11.4020698
46.1686028,10.7148094
46.0622865,10.7124545
46.0157893,10.815627
46.015745,10.8158471
46.0150143,10.8203862
46.0151359,10.8178831
46.0366535,10.7319136
46.0336602,10.7994314
46.0331736,10.8001529
46.2666826,11.4815469
45.9264583,10.8981629
46.0716687,11.1211988
46.0717989,11.121282
46.3415136,11.1037499
46.3428782,11.1073548
46.3492975,11.1108068
46.3441707,11.1129686
46.0795568,10.7230371
46.0804871,10.7199392
46.0818638,10.7223183
46.083434,11.1750457
46.2478789,11.0493493
46.2594455,11.0841724
46.4469147,11.6406918
46.4464287,11.6411103
46.0552364,10.8639152
45.9417324,11.1100023
46.4216605,11.0876271
46.420638,11.0898828
46.4174132,11.085543
45.9327871,11.0943201
46.0544371,11.4516351
46.0543221,11.4520457
46.3158006,10.8019772
46.3225472,11.0666093
46.0225367,11.3649962
46.0223016,11.3661579
46.0548964,11.5254757
46.0547491,11.5255562
46.0547648,11.5254603
46.0628792,11.2325415
46.0622939,11.0798299
46.2878154,11.511014
46.0456211,11.5517718
46.0442762,11.5508114
46.3191814,11.0992116
46.3208615,11.0935307
46.3201706,11.0942844
46.3197741,11.095891
46.3194,11.0967252
46.3212579,11.0951936
46.3206948,11.0953438
46.085692,10.9913434
46.3206744,11.0922512
46.0720659,11.4842363
46.0718825,11.4837178
46.0719906,11.4766202
46.0745072,11.4770542
46.0743487,11.4768821
46.0803699,11.1132368
45.8701873,11.2283197
45.8708204,11.2315786
46.4055166,11.1393481
46.2200769,11.0845077
46.2203868,11.0842743
46.1684114,11.7098205
45.8705224,10.8755515
45.8715527,10.7748459
46.0687892,11.4780894
46.0687908,11.4779479
46.0685045,11.4779291
46.0685376,11.4778534
46.0672427,11.4932366
46.0699336,11.4845493
46.0700003,11.4838436
46.0647299,11.4773432
46.0543473,11.4730391
46.0542095,11.4729452
46.05476,11.4733864
46.0504303,11.4056581
46.0445746,11.4066111
46.1498153,11.2706716
46.0680135,11.4353729
46.068526,11.4357216
46.069095,11.4370645
46.0775558,11.4569055
46.0147806,11.2637826
46.0687632,11.4711358
46.016259,11.6327803
46.0152081,11.63279
45.9406635,10.9165496
45.9078418,11.0126057
46.0782276,11.4894302
46.0634357,11.5208378
45.9813633,11.0658682
45.9810708,11.0640398
45.880501,11.0107684
45.7992884,10.9137539
45.8516171,11.1018778
45.8554096,11.1028404
46.4766373,11.7727693
46.2842072,11.0364962
46.2880997,11.0296673
46.2867392,11.0351443
46.0805277,11.5245313
46.0831214,11.5253175
46.0831786,11.5253136
46.3230677,11.0727462
46.0826618,11.52266
46.0595155,11.5178164
46.0595706,11.5176025
46.0598264,11.516462
46.060044,11.516629
46.0587675,11.3225579
46.2984245,11.0336074
46.2486227,11.0686827
46.3581244,10.9251899
46.3610398,10.9259382
